5.4167 5.4688 0.296228
4.375 6.0937 0.266599
4.5312 16.25 0.73632
2.9687 12.5 0.371088
4.5312 10.625 0.48144
5.4688 5.625 0.30762
6.25 9.7917 0.611981
2.9167 8.125 0.236982
28.9583 15 4.34374
41.6667 20.9375 8.72397
28.9583 27.5 7.96353
47.0833 20.9375 9.85807
17.6563 25.2083 4.45085
17.3437 21.25 3.68554
2.9167 9.5312 0.277997
22.0833 16.7187 3.69204
7.0312 4.1667 0.292969
2.0313 9.1667 0.186203
2.1875 5.8333 0.127603
4.375 12.9167 0.565106
7.0833 9.6875 0.686195
5.625 8.9063 0.500979
17.5 20.9375 3.66406
4.375 5 0.21875
60.8333 12.1875 7.41406
5.625 6.875 0.386719
15.4167 26.5625 4.09506
12.3438 21.25 2.62306
22.2917 14.0625 3.13477
57.9167 21.5625 12.4883
16.6667 26.5625 4.42709
2.9687 3.5417 0.105142
2.3438 6.25 0.146487
4.375 5.9375 0.259766
17.0833 21.7188 3.71029
3.9583 2.8125 0.111327
4.5833 2.9687 0.136064
5.4688 28.3333 1.54949
5.4688 7.5 0.41016
5.7813 5.4167 0.313156
13.9583 3.125 0.436197
24.2188 23.9583 5.80241
24.5833 12.5 3.07291
7.7083 8.9063 0.686524
40.625 14.5313 5.90334
10.4167 12.3438 1.28582
18.125 24.2188 4.38966
7.5 2.5 0.1875
3.9062 1.875 0.0732412
19.5833 33.9062 6.63995
64.5833 13.125 8.47656
3.9062 5.8333 0.22786
10.4167 4.2188 0.43946
31.6667 14.2187 4.50259
22.7083 18.9062 4.29328
37.2917 15.625 5.82683
26.4583 14.0625 3.7207
7.5 4.0625 0.304688
6.25 4.8438 0.302737
8.3333 3.9062 0.325515
6.0417 3.125 0.188803
13.3333 11.7188 1.5625
13.5417 16.875 2.28516
9.1667 2.3438 0.214849
9.1667 2.3438 0.214849
31.5625 11.25 3.55078
6.4062 4.375 0.280271
2.8125 5.625 0.158203
15.9375 19.375 3.08789
2.5 4.5833 0.114583
18.9583 14.5313 2.75489
2.9687 3.75 0.111326
29.5833 11.5625 3.42057
4.6875 5.8333 0.273436
40 18.125 7.25
17.7083 21.875 3.87369
42.9167 11.25 4.82813
5.625 2.7083 0.152342
9.5833 6.0937 0.583978
5.8333 6.4062 0.373693
9.0625 10.625 0.962891
82.9167 32.8125 27.207
5.1562 5.8333 0.300777
3.9062 1.6667 0.0651046
8.2812 10.4167 0.862628
12.3438 31.4583 3.88315
9.375 4.0625 0.380859
6.875 4.6875 0.322266
9.1667 3.9062 0.35807
6.875 3.2813 0.225589
18.5417 28.9062 5.3597
15.4167 12.8125 1.97526
15.4167 14.2187 2.19205
12.0833 12.5 1.51041
21.6667 13.75 2.97917
32.7083 12.8125 4.19075
38.75 9.5312 3.69334
14.7917 16.5625 2.44988
5.3125 9.1667 0.486981
6.5625 6.875 0.451172
4.5312 2.7083 0.122718
10.1562 29.1667 2.96223
4.8438 4.1667 0.201827
26.25 8.9063 2.3379
17.9688 8.3333 1.49739
7.9167 5 0.395835
3.9062 5.8333 0.22786
2.9687 7.5 0.222653
4.2188 3.3333 0.140625
3.9062 7.9167 0.309242
3.75 4.6875 0.175781
3.3333 11.7188 0.390623
4.5312 5.625 0.25488
2.3438 4.375 0.102541
1.25 3.5417 0.0442712
10.3125 19.375 1.99805
19.375 3.2813 0.635752
6.875 4.6875 0.322266
4.7917 5.3125 0.254559
5.625 3.125 0.175781
8.5938 20.2083 1.73666
10 8.125 0.8125
7.5 8.75 0.65625
8.125 4.6875 0.380859
7.5 21.5625 1.61719
18.3333 5.625 1.03125
18.75 2.6562 0.498037
7.3438 19.7917 1.45346
11.25 16.6667 1.875
3.75 3.75 0.140625
5 3.75 0.1875
14.7917 2.3438 0.346688
19.375 17.2917 3.35027
6.6667 8.75 0.583336
27.6562 9.1667 2.53516
10.625 6.875 0.730469
6.0417 7.5 0.453127
7.7083 5.4688 0.421552
5.2083 6.4062 0.333654
2.5 8.9063 0.222658
2.2917 7.9687 0.182619
4.375 4.0625 0.177734
8.3333 5.4688 0.455732
4.7917 3.125 0.149741
7.0833 29.8438 2.11393
46.25 5.625 2.60156
11.7188 15.4167 1.80665
2.6562 12.0833 0.320957
11.4062 8.5417 0.974283
4.375 10.625 0.464844
3.5417 4.375 0.154949
7.9687 5.625 0.448239
6.0417 14.5313 0.877938
23.75 13.3333 3.16666
4.375 11.25 0.492188
3.2813 4.7917 0.15723
4.6875 4.1667 0.195314
2.9167 2.0313 0.0592469
8.4375 23.75 2.00391
17.6563 18.3333 3.23698
15.625 15 2.34375
3.9062 3.75 0.146482
5.8333 5.3125 0.309894
18.5938 23.125 4.29982
